コード,市区町村名,人数,獲得比率,距離
45202,都城市,1280,0.001,889.6
12238,いすみ市,1277,0.003,65.5
06210,天童市,1272,0.002,330.9
01217,江別市,1270,0.001,866.3
02424,下北郡東通村,1270,0.011,664.2
35208,岩国市,1267,0.001,705.6
17210,白山市,1265,0.001,285.2
34103,広島市南区,1262,0.001,663.3
25210,野洲市,1254,0.003,330.7
10524,邑楽郡大泉町,1248,0.003,92.0
26211,京田辺市,1243,0.002,359.3
28229,たつの市,1243,0.001,468.0
27145,堺市南区,1237,0.001,392.3
08228,坂東市,1234,0.002,72.3
43104,熊本市南区,1233,0.001,878.8
08215,北茨城市,1228,0.003,182.7
40217,筑紫野市,1222,0.001,859.3
26101,京都市北区,1221,0.001,359.9
03205,花巻市,1213,0.001,460.8
19368,南巨摩郡富士川町,1212,0.008,113.0
27230,交野市,1211,0.002,368.1
07213,伊達市,1202,0.002,276.0
20219,東御市,1199,0.004,155.2
08212,常陸太田市,1198,0.002,157.1
27217,松原市,1195,0.001,385.3
04323,柴田郡柴田町,1190,0.002,311.4
26206,亀岡市,1187,0.001,376.0
11465,北葛飾郡松伏町,1180,0.004,57.2
07205,白河市,1180,0.002,195.1
01231,恵庭市,1180,0.001,843.8
47211,沖縄市,1179,0.001,1513.5
23228,岩倉市,1179,0.003,252.3
05203,横手市,1178,0.001,431.5
35215,周南市,1177,0.001,726.3
14362,足柄上郡大井町,1173,0.007,45.3
04214,東松島市,1170,0.002,355.1
07210,二本松市,1165,0.002,248.9
09361,下都賀郡壬生町,1164,0.003,113.2
01210,岩見沢市,1158,0.001,881.6
21205,関市,1157,0.001,238.1
27125,大阪市住之江区,1150,0.001,390.4
08231,桜川市,1149,0.003,106.1
22222,伊豆市,1143,0.004,88.2
28105,神戸市兵庫区,1140,0.001,416.8
27122,大阪市西成区,1139,0.001,388.6
28219,三田市,1138,0.001,407.7
40216,小郡市,1127,0.002,863.1
28216,高砂市,1123,0.001,447.6
09215,那須烏山市,1117,0.004,143.1
27106,大阪市西区,1112,0.001,388.2
23227,高浜市,1111,0.002,247.3
26107,京都市南区,1110,0.001,359.9
08225,常陸大宮市,1109,0.003,143.7
18207,鯖江市,1103,0.002,314.0
09211,矢板市,1103,0.003,155.6
27111,大阪市浪速区,1100,0.001,387.6
23302,愛知郡東郷町,1100,0.002,239.1
16323,中新川郡立山町,1096,0.004,242.2
17361,河北郡津幡町,1087,0.003,294.0
12349,香取郡東庄町,1085,0.006,101.7
15105,新潟市秋葉区,1084,0.001,264.2
47215,南城市,1083,0.002,1530.7
14361,足柄上郡中井町,1068,0.012,40.6
16207,黒部市,1059,0.002,233.1
19424,南都留郡忍野村,1055,0.012,72.0
20383,上伊那郡箕輪町,1046,0.004,159.2
23216,常滑市,1045,0.002,261.1
08302,東茨城郡茨城町,1045,0.003,117.5
40205,飯塚市,1042,0.001,849.3
27117,大阪市旭区,1041,0.001,381.8
20207,須坂市,1041,0.002,173.9
18202,敦賀市,1040,0.002,323.5
25207,守山市,1029,0.001,336.6
16210,南砺市,1028,0.002,269.3
15223,阿賀野市,1027,0.002,265.8
15101,新潟市北区,1023,0.001,279.1
26207,城陽市,1010,0.001,356.1
20361,諏訪郡下諏訪町,1009,0.005,156.1
